,province,district,product_name,year,season,planted_area,production_amount,yield_per_decare_kg
614,İzmir,Tire,SALATALIK SILOR,2015,Summer,600.0,1200.0,2000.0
615,İzmir,Tire,SALATALIK SILOR,2015,Fall,600.0,1200.0,2000.0
616,İzmir,Torbalı,SALATALIK SILOR,2015,Winter,513.0,2708.0,5278.752436647173
617,İzmir,Torbalı,SALATALIK SILOR,2015,Spring,513.0,2708.0,5278.752436647173
618,İzmir,Torbalı,SALATALIK SILOR,2015,Summer,513.0,2708.0,5278.752436647173
619,İzmir,Torbalı,SALATALIK SILOR,2015,Fall,513.0,2708.0,5278.752436647173
620,İzmir,Ödemiş,SALATALIK SILOR,2015,Winter,5070.0,6400.0,1262.32741617357
621,İzmir,Ödemiş,SALATALIK SILOR,2015,Spring,5070.0,6400.0,1262.32741617357
622,İzmir,Ödemiş,SALATALIK SILOR,2015,Summer,5070.0,6400.0,1262.32741617357
623,İzmir,Ödemiş,SALATALIK SILOR,2015,Fall,5070.0,6400.0,1262.32741617357
624,İzmir,Bayındır,SALATALIK SILOR,2016,Winter,3000.0,12900.0,4300.0
625,İzmir,Bayındır,SALATALIK SILOR,2016,Spring,3000.0,12900.0,4300.0
626,İzmir,Bayındır,SALATALIK SILOR,2016,Summer,3000.0,12900.0,4300.0
627,İzmir,Bayındır,SALATALIK SILOR,2016,Fall,3000.0,12900.0,4300.0
628,İzmir,Bergama,SALATALIK SILOR,2016,Winter,1404.0,2404.0,1712.2507122507122
629,İzmir,Bergama,SALATALIK SILOR,2016,Spring,1404.0,2404.0,1712.2507122507122
630,İzmir,Bergama,SALATALIK SILOR,2016,Summer,1404.0,2404.0,1712.2507122507122
631,İzmir,Bergama,SALATALIK SILOR,2016,Fall,1404.0,2404.0,1712.2507122507122
632,İzmir,Menderes,SALATALIK SILOR,2016,Winter,4871.0,116904.0,24000.0
633,İzmir,Menderes,SALATALIK SILOR,2016,Spring,4871.0,116904.0,24000.0
634,İzmir,Menderes,SALATALIK SILOR,2016,Summer,4871.0,116904.0,24000.0
635,İzmir,Menderes,SALATALIK SILOR,2016,Fall,4871.0,116904.0,24000.0
636,İzmir,Tire,SALATALIK SILOR,2016,Winter,600.0,1200.0,2000.0
637,İzmir,Tire,SALATALIK SILOR,2016,Spring,600.0,1200.0,2000.0
638,İzmir,Tire,SALATALIK SILOR,2016,Summer,600.0,1200.0,2000.0
639,İzmir,Tire,SALATALIK SILOR,2016,Fall,600.0,1200.0,2000.0
640,İzmir,Torbalı,SALATALIK SILOR,2016,Winter,385.0,2170.0,5636.363636363636
641,İzmir,Torbalı,SALATALIK SILOR,2016,Spring,385.0,2170.0,5636.363636363636
642,İzmir,Torbalı,SALATALIK SILOR,2016,Summer,385.0,2170.0,5636.363636363636
643,İzmir,Torbalı,SALATALIK SILOR,2016,Fall,385.0,2170.0,5636.363636363636
644,İzmir,Ödemiş,SALATALIK SILOR,2016,Winter,3070.0,5210.0,1697.0684039087948
645,İzmir,Ödemiş,SALATALIK SILOR,2016,Spring,3070.0,5210.0,1697.0684039087948
646,İzmir,Ödemiş,SALATALIK SILOR,2016,Summer,3070.0,5210.0,1697.0684039087948
647,İzmir,Ödemiş,SALATALIK SILOR,2016,Fall,3070.0,5210.0,1697.0684039087948
648,İzmir,Bayındır,SALATALIK SILOR,2017,Winter,2000.0,8600.0,4300.0
649,İzmir,Bayındır,SALATALIK SILOR,2017,Spring,2000.0,8600.0,4300.0
650,İzmir,Bayındır,SALATALIK SILOR,2017,Summer,2000.0,8600.0,4300.0
651,İzmir,Bayındır,SALATALIK SILOR,2017,Fall,2000.0,8600.0,4300.0
652,İzmir,Bergama,SALATALIK SILOR,2017,Winter,1226.0,2196.0,1791.1908646003262
653,İzmir,Bergama,SALATALIK SILOR,2017,Spring,1226.0,2196.0,1791.1908646003262
654,İzmir,Bergama,SALATALIK SILOR,2017,Summer,1226.0,2196.0,1791.1908646003262
655,İzmir,Bergama,SALATALIK SILOR,2017,Fall,1226.0,2196.0,1791.1908646003262
656,İzmir,Menderes,SALATALIK SILOR,2017,Winter,5039.0,120936.0,24000.0
657,İzmir,Menderes,SALATALIK SILOR,2017,Spring,5039.0,120936.0,24000.0
658,İzmir,Menderes,SALATALIK SILOR,2017,Summer,5039.0,120936.0,24000.0
659,İzmir,Menderes,SALATALIK SILOR,2017,Fall,5039.0,120936.0,24000.0
660,İzmir,Tire,SALATALIK SILOR,2017,Winter,600.0,1200.0,2000.0
661,İzmir,Tire,SALATALIK SILOR,2017,Spring,600.0,1200.0,2000.0
662,İzmir,Tire,SALATALIK SILOR,2017,Summer,600.0,1200.0,2000.0
663,İzmir,Tire,SALATALIK SILOR,2017,Fall,600.0,1200.0,2000.0
664,İzmir,Torbalı,SALATALIK SILOR,2017,Winter,505.0,2710.0,5366.336633663366
665,İzmir,Torbalı,SALATALIK SILOR,2017,Spring,505.0,2710.0,5366.336633663366
666,İzmir,Torbalı,SALATALIK SILOR,2017,Summer,505.0,2710.0,5366.336633663366
667,İzmir,Torbalı,SALATALIK SILOR,2017,Fall,505.0,2710.0,5366.336633663366
668,İzmir,Ödemiş,SALATALIK SILOR,2017,Winter,3070.0,5900.0,1921.8241042345278
669,İzmir,Ödemiş,SALATALIK SILOR,2017,Spring,3070.0,5900.0,1921.8241042345278
670,İzmir,Ödemiş,SALATALIK SILOR,2017,Summer,3070.0,5900.0,1921.8241042345278
671,İzmir,Ödemiş,SALATALIK SILOR,2017,Fall,3070.0,5900.0,1921.8241042345278
672,İzmir,Bayındır,SALATALIK SILOR,2018,Winter,1500.0,6450.0,4300.0
673,İzmir,Bayındır,SALATALIK SILOR,2018,Spring,1500.0,6450.0,4300.0
674,İzmir,Bayındır,SALATALIK SILOR,2018,Summer,1500.0,6450.0,4300.0
675,İzmir,Bayındır,SALATALIK SILOR,2018,Fall,1500.0,6450.0,4300.0
676,İzmir,Bergama,SALATALIK SILOR,2018,Winter,1026.0,1856.0,1808.9668615984406
677,İzmir,Bergama,SALATALIK SILOR,2018,Spring,1026.0,1856.0,1808.9668615984406
678,İzmir,Bergama,SALATALIK SILOR,2018,Summer,1026.0,1856.0,1808.9668615984406
679,İzmir,Bergama,SALATALIK SILOR,2018,Fall,1026.0,1856.0,1808.9668615984406
680,İzmir,Menderes,SALATALIK SILOR,2018,Winter,5079.0,101580.0,20000.0
681,İzmir,Menderes,SALATALIK SILOR,2018,Spring,5079.0,101580.0,20000.0
682,İzmir,Menderes,SALATALIK SILOR,2018,Summer,5079.0,101580.0,20000.0
683,İzmir,Menderes,SALATALIK SILOR,2018,Fall,5079.0,101580.0,20000.0
684,İzmir,Tire,SALATALIK SILOR,2018,Winter,300.0,600.0,2000.0
685,İzmir,Tire,SALATALIK SILOR,2018,Spring,300.0,600.0,2000.0
686,İzmir,Tire,SALATALIK SILOR,2018,Summer,300.0,600.0,2000.0
687,İzmir,Tire,SALATALIK SILOR,2018,Fall,300.0,600.0,2000.0
688,İzmir,Torbalı,SALATALIK SILOR,2018,Winter,378.0,2138.0,5656.084656084656
689,İzmir,Torbalı,SALATALIK SILOR,2018,Spring,378.0,2138.0,5656.084656084656
690,İzmir,Torbalı,SALATALIK SILOR,2018,Summer,378.0,2138.0,5656.084656084656
691,İzmir,Torbalı,SALATALIK SILOR,2018,Fall,378.0,2138.0,5656.084656084656
692,İzmir,Ödemiş,SALATALIK SILOR,2018,Winter,2080.0,4600.0,2211.5384615384614
693,İzmir,Ödemiş,SALATALIK SILOR,2018,Spring,2080.0,4600.0,2211.5384615384614
694,İzmir,Ödemiş,SALATALIK SILOR,2018,Summer,2080.0,4600.0,2211.5384615384614
695,İzmir,Ödemiş,SALATALIK SILOR,2018,Fall,2080.0,4600.0,2211.5384615384614
696,İzmir,Bayındır,SALATALIK SILOR,2019,Winter,1000.0,4300.0,4300.0
697,İzmir,Bayındır,SALATALIK SILOR,2019,Spring,1000.0,4300.0,4300.0
698,İzmir,Bayındır,SALATALIK SILOR,2019,Summer,1000.0,4300.0,4300.0
699,İzmir,Bayındır,SALATALIK SILOR,2019,Fall,1000.0,4300.0,4300.0
700,İzmir,Bergama,SALATALIK SILOR,2019,Winter,1018.0,1844.0,1811.3948919449901
701,İzmir,Bergama,SALATALIK SILOR,2019,Spring,1018.0,1844.0,1811.3948919449901
702,İzmir,Bergama,SALATALIK SILOR,2019,Summer,1018.0,1844.0,1811.3948919449901
703,İzmir,Bergama,SALATALIK SILOR,2019,Fall,1018.0,1844.0,1811.3948919449901
704,İzmir,Menderes,SALATALIK SILOR,2019,Winter,4930.0,98600.0,20000.0
705,İzmir,Menderes,SALATALIK SILOR,2019,Spring,4930.0,98600.0,20000.0
706,İzmir,Menderes,SALATALIK SILOR,2019,Summer,4930.0,98600.0,20000.0
707,İzmir,Menderes,SALATALIK SILOR,2019,Fall,4930.0,98600.0,20000.0
708,İzmir,Tire,SALATALIK SILOR,2019,Winter,300.0,600.0,2000.0
709,İzmir,Tire,SALATALIK SILOR,2019,Spring,300.0,600.0,2000.0
710,İzmir,Tire,SALATALIK SILOR,2019,Summer,300.0,600.0,2000.0
711,İzmir,Tire,SALATALIK SILOR,2019,Fall,300.0,600.0,2000.0
712,İzmir,Torbalı,SALATALIK SILOR,2019,Winter,285.0,1623.0,5694.736842105263
713,İzmir,Torbalı,SALATALIK SILOR,2019,Spring,285.0,1623.0,5694.736842105263
714,İzmir,Torbalı,SALATALIK SILOR,2019,Summer,285.0,1623.0,5694.736842105263
715,İzmir,Torbalı,SALATALIK SILOR,2019,Fall,285.0,1623.0,5694.736842105263
716,İzmir,Ödemiş,SALATALIK SILOR,2019,Winter,2070.0,4400.0,2125.6038647342993
717,İzmir,Ödemiş,SALATALIK SILOR,2019,Spring,2070.0,4400.0,2125.6038647342993
718,İzmir,Ödemiş,SALATALIK SILOR,2019,Summer,2070.0,4400.0,2125.6038647342993
719,İzmir,Ödemiş,SALATALIK SILOR,2019,Fall,2070.0,4400.0,2125.6038647342993
720,İzmir,Bayındır,SALATALIK SILOR,2020,Winter,145.0,508.0,3503.448275862069
721,İzmir,Bayındır,SALATALIK SILOR,2020,Spring,145.0,508.0,3503.448275862069
722,İzmir,Bayındır,SALATALIK SILOR,2020,Summer,145.0,508.0,3503.448275862069
723,İzmir,Bayındır,SALATALIK SILOR,2020,Fall,145.0,508.0,3503.448275862069
724,İzmir,Bergama,SALATALIK SILOR,2020,Winter,1011.0,1788.0,1768.545994065282
725,İzmir,Bergama,SALATALIK SILOR,2020,Spring,1011.0,1788.0,1768.545994065282
726,İzmir,Bergama,SALATALIK SILOR,2020,Summer,1011.0,1788.0,1768.545994065282
727,İzmir,Bergama,SALATALIK SILOR,2020,Fall,1011.0,1788.0,1768.545994065282
728,İzmir,Menderes,SALATALIK SILOR,2020,Winter,4930.0,98600.0,20000.0
729,İzmir,Menderes,SALATALIK SILOR,2020,Spring,4930.0,98600.0,20000.0
730,İzmir,Menderes,SALATALIK SILOR,2020,Summer,4930.0,98600.0,20000.0
731,İzmir,Menderes,SALATALIK SILOR,2020,Fall,4930.0,98600.0,20000.0
732,İzmir,Tire,SALATALIK SILOR,2020,Winter,120.0,240.0,2000.0
733,İzmir,Tire,SALATALIK SILOR,2020,Spring,120.0,240.0,2000.0
734,İzmir,Tire,SALATALIK SILOR,2020,Summer,120.0,240.0,2000.0
735,İzmir,Tire,SALATALIK SILOR,2020,Fall,120.0,240.0,2000.0
736,İzmir,Torbalı,SALATALIK SILOR,2020,Winter,250.0,1331.0,5324.0
737,İzmir,Torbalı,SALATALIK SILOR,2020,Spring,250.0,1331.0,5324.0
738,İzmir,Torbalı,SALATALIK SILOR,2020,Summer,250.0,1331.0,5324.0
739,İzmir,Torbalı,SALATALIK SILOR,2020,Fall,250.0,1331.0,5324.0
740,İzmir,Ödemiş,SALATALIK SILOR,2020,Winter,1000.0,4500.0,4500.0
741,İzmir,Ödemiş,SALATALIK SILOR,2020,Spring,1000.0,4500.0,4500.0
742,İzmir,Ödemiş,SALATALIK SILOR,2020,Summer,1000.0,4500.0,4500.0
743,İzmir,Ödemiş,SALATALIK SILOR,2020,Fall,1000.0,4500.0,4500.0
744,İzmir,Bayındır,SALATALIK SILOR,2021,Winter,100.0,350.0,3500.0
745,İzmir,Bayındır,SALATALIK SILOR,2021,Spring,100.0,350.0,3500.0
746,İzmir,Bayındır,SALATALIK SILOR,2021,Summer,100.0,350.0,3500.0
747,İzmir,Bayındır,SALATALIK SILOR,2021,Fall,100.0,350.0,3500.0
748,İzmir,Bergama,SALATALIK SILOR,2021,Winter,99.0,1432.0,14464.646464646465
749,İzmir,Bergama,SALATALIK SILOR,2021,Spring,99.0,1432.0,14464.646464646465
750,İzmir,Bergama,SALATALIK SILOR,2021,Summer,99.0,1432.0,14464.646464646465
751,İzmir,Bergama,SALATALIK SILOR,2021,Fall,99.0,1432.0,14464.646464646465
752,İzmir,Menderes,SALATALIK SILOR,2021,Winter,4930.0,98600.0,20000.0
753,İzmir,Menderes,SALATALIK SILOR,2021,Spring,4930.0,98600.0,20000.0
754,İzmir,Menderes,SALATALIK SILOR,2021,Summer,4930.0,98600.0,20000.0
755,İzmir,Menderes,SALATALIK SILOR,2021,Fall,4930.0,98600.0,20000.0
756,İzmir,Tire,SALATALIK SILOR,2021,Winter,118.0,236.0,2000.0
757,İzmir,Tire,SALATALIK SILOR,2021,Spring,118.0,236.0,2000.0
758,İzmir,Tire,SALATALIK SILOR,2021,Summer,118.0,236.0,2000.0
759,İzmir,Tire,SALATALIK SILOR,2021,Fall,118.0,236.0,2000.0
760,İzmir,Torbalı,SALATALIK SILOR,2021,Winter,275.0,1225.0,4454.545454545455
761,İzmir,Torbalı,SALATALIK SILOR,2021,Spring,275.0,1225.0,4454.545454545455
762,İzmir,Torbalı,SALATALIK SILOR,2021,Summer,275.0,1225.0,4454.545454545455
763,İzmir,Torbalı,SALATALIK SILOR,2021,Fall,275.0,1225.0,4454.545454545455
764,İzmir,Ödemiş,SALATALIK SILOR,2021,Winter,100.0,450.0,4500.0
765,İzmir,Ödemiş,SALATALIK SILOR,2021,Spring,100.0,450.0,4500.0
766,İzmir,Ödemiş,SALATALIK SILOR,2021,Summer,100.0,450.0,4500.0
767,İzmir,Ödemiş,SALATALIK SILOR,2021,Fall,100.0,450.0,4500.0
768,İzmir,Bayındır,SALATALIK SILOR,2022,Winter,100.0,350.0,3500.0
769,İzmir,Bayındır,SALATALIK SILOR,2022,Spring,100.0,350.0,3500.0
770,İzmir,Bayındır,SALATALIK SILOR,2022,Summer,100.0,350.0,3500.0
771,İzmir,Bayındır,SALATALIK SILOR,2022,Fall,100.0,350.0,3500.0
772,İzmir,Bergama,SALATALIK SILOR,2022,Winter,75.0,1583.0,21106.666666666668
773,İzmir,Bergama,SALATALIK SILOR,2022,Spring,75.0,1583.0,21106.666666666668
774,İzmir,Bergama,SALATALIK SILOR,2022,Summer,75.0,1583.0,21106.666666666668
775,İzmir,Bergama,SALATALIK SILOR,2022,Fall,75.0,1583.0,21106.666666666668
776,İzmir,Menderes,SALATALIK SILOR,2022,Winter,4930.0,98600.0,20000.0
777,İzmir,Menderes,SALATALIK SILOR,2022,Spring,4930.0,98600.0,20000.0
778,İzmir,Menderes,SALATALIK SILOR,2022,Summer,4930.0,98600.0,20000.0
779,İzmir,Menderes,SALATALIK SILOR,2022,Fall,4930.0,98600.0,20000.0
780,İzmir,Tire,SALATALIK SILOR,2022,Winter,207.0,414.0,2000.0
781,İzmir,Tire,SALATALIK SILOR,2022,Spring,207.0,414.0,2000.0
782,İzmir,Tire,SALATALIK SILOR,2022,Summer,207.0,414.0,2000.0
783,İzmir,Tire,SALATALIK SILOR,2022,Fall,207.0,414.0,2000.0
784,İzmir,Torbalı,SALATALIK SILOR,2022,Winter,205.0,948.0,4624.390243902439
785,İzmir,Torbalı,SALATALIK SILOR,2022,Spring,205.0,948.0,4624.390243902439
786,İzmir,Torbalı,SALATALIK SILOR,2022,Summer,205.0,948.0,4624.390243902439
787,İzmir,Torbalı,SALATALIK SILOR,2022,Fall,205.0,948.0,4624.390243902439
788,İzmir,Ödemiş,SALATALIK SILOR,2022,Winter,100.0,450.0,4500.0
789,İzmir,Ödemiş,SALATALIK SILOR,2022,Spring,100.0,450.0,4500.0
790,İzmir,Ödemiş,SALATALIK SILOR,2022,Summer,100.0,450.0,4500.0
791,İzmir,Ödemiş,SALATALIK SILOR,2022,Fall,100.0,450.0,4500.0
792,İzmir,Bayındır,SALATALIK SILOR,2023,Winter,100.0,350.0,3500.0
793,İzmir,Bayındır,SALATALIK SILOR,2023,Spring,100.0,350.0,3500.0
794,İzmir,Bayındır,SALATALIK SILOR,2023,Summer,100.0,350.0,3500.0
795,İzmir,Bayındır,SALATALIK SILOR,2023,Fall,100.0,350.0,3500.0
796,İzmir,Bergama,SALATALIK SILOR,2023,Winter,34.0,244.0,7176.470588235294
797,İzmir,Bergama,SALATALIK SILOR,2023,Spring,34.0,244.0,7176.470588235294
798,İzmir,Bergama,SALATALIK SILOR,2023,Summer,34.0,244.0,7176.470588235294
799,İzmir,Bergama,SALATALIK SILOR,2023,Fall,34.0,244.0,7176.470588235294
800,İzmir,Menderes,SALATALIK SILOR,2023,Winter,4950.0,99000.0,20000.0
801,İzmir,Menderes,SALATALIK SILOR,2023,Spring,4950.0,99000.0,20000.0
802,İzmir,Menderes,SALATALIK SILOR,2023,Summer,4950.0,99000.0,20000.0
803,İzmir,Menderes,SALATALIK SILOR,2023,Fall,4950.0,99000.0,20000.0
804,İzmir,Tire,SALATALIK SILOR,2023,Winter,186.0,372.0,2000.0
805,İzmir,Tire,SALATALIK SILOR,2023,Spring,186.0,372.0,2000.0
806,İzmir,Tire,SALATALIK SILOR,2023,Summer,186.0,372.0,2000.0
807,İzmir,Tire,SALATALIK SILOR,2023,Fall,186.0,372.0,2000.0
808,İzmir,Torbalı,SALATALIK SILOR,2023,Winter,168.0,900.0,5357.142857142857
809,İzmir,Torbalı,SALATALIK SILOR,2023,Spring,168.0,900.0,5357.142857142857
810,İzmir,Torbalı,SALATALIK SILOR,2023,Summer,168.0,900.0,5357.142857142857
811,İzmir,Torbalı,SALATALIK SILOR,2023,Fall,168.0,900.0,5357.142857142857
812,İzmir,Ödemiş,SALATALIK SILOR,2023,Winter,2000.0,9000.0,4500.0
813,İzmir,Ödemiş,SALATALIK SILOR,2023,Spring,2000.0,9000.0,4500.0
814,İzmir,Ödemiş,SALATALIK SILOR,2023,Summer,2000.0,9000.0,4500.0
815,İzmir,Ödemiş,SALATALIK SILOR,2023,Fall,2000.0,9000.0,4500.0
816,İzmir,Bayındır,SALATALIK SILOR,2024,Winter,100.0,350.0,3500.0
817,İzmir,Bayındır,SALATALIK SILOR,2024,Spring,100.0,350.0,3500.0
818,İzmir,Bayındır,SALATALIK SILOR,2024,Summer,100.0,350.0,3500.0
819,İzmir,Bayındır,SALATALIK SILOR,2024,Fall,100.0,350.0,3500.0
820,İzmir,Bergama,SALATALIK SILOR,2024,Winter,231.0,579.0,2506.4935064935066
821,İzmir,Bergama,SALATALIK SILOR,2024,Spring,231.0,579.0,2506.4935064935066
822,İzmir,Bergama,SALATALIK SILOR,2024,Summer,231.0,579.0,2506.4935064935066
823,İzmir,Bergama,SALATALIK SILOR,2024,Fall,231.0,579.0,2506.4935064935066
824,İzmir,Menderes,SALATALIK SILOR,2024,Winter,5400.0,108000.0,20000.0
825,İzmir,Menderes,SALATALIK SILOR,2024,Spring,5400.0,108000.0,20000.0
826,İzmir,Menderes,SALATALIK SILOR,2024,Summer,5400.0,108000.0,20000.0
827,İzmir,Menderes,SALATALIK SILOR,2024,Fall,5400.0,108000.0,20000.0
828,İzmir,Tire,SALATALIK SILOR,2024,Winter,160.0,320.0,2000.0
829,İzmir,Tire,SALATALIK SILOR,2024,Spring,160.0,320.0,2000.0
830,İzmir,Tire,SALATALIK SILOR,2024,Summer,160.0,320.0,2000.0
831,İzmir,Tire,SALATALIK SILOR,2024,Fall,160.0,320.0,2000.0
832,İzmir,Torbalı,SALATALIK SILOR,2024,Winter,193.0,1035.0,5362.694300518135
833,İzmir,Torbalı,SALATALIK SILOR,2024,Spring,193.0,1035.0,5362.694300518135
834,İzmir,Torbalı,SALATALIK SILOR,2024,Summer,193.0,1035.0,5362.694300518135
835,İzmir,Torbalı,SALATALIK SILOR,2024,Fall,193.0,1035.0,5362.694300518135
836,İzmir,Ödemiş,SALATALIK SILOR,2024,Winter,1500.0,6750.0,4500.0
837,İzmir,Ödemiş,SALATALIK SILOR,2024,Spring,1500.0,6750.0,4500.0
838,İzmir,Ödemiş,SALATALIK SILOR,2024,Summer,1500.0,6750.0,4500.0
839,İzmir,Ödemiş,SALATALIK SILOR,2024,Fall,1500.0,6750.0,4500.0
840,İzmir,Bayındır,SALATALIK SILOR,2025,Winter,124.0,436.0,3516.1290322580644
841,İzmir,Bayındır,SALATALIK SILOR,2025,Spring,124.0,436.0,3516.1290322580644
842,İzmir,Bayındır,SALATALIK SILOR,2025,Summer,124.0,436.0,3516.1290322580644
843,İzmir,Bayındır,SALATALIK SILOR,2025,Fall,124.0,436.0,3516.1290322580644
844,İzmir,Bergama,SALATALIK SILOR,2025,Winter,204.0,349.0,1710.7843137254902
845,İzmir,Bergama,SALATALIK SILOR,2025,Spring,204.0,349.0,1710.7843137254902
846,İzmir,Bergama,SALATALIK SILOR,2025,Summer,204.0,349.0,1710.7843137254902
847,İzmir,Bergama,SALATALIK SILOR,2025,Fall,204.0,349.0,1710.7843137254902
848,İzmir,Menderes,SALATALIK SILOR,2025,Winter,4400.0,88439.0,20099.772727272728
849,İzmir,Menderes,SALATALIK SILOR,2025,Spring,4400.0,88439.0,20099.772727272728
850,İzmir,Menderes,SALATALIK SILOR,2025,Summer,4400.0,88439.0,20099.772727272728
851,İzmir,Menderes,SALATALIK SILOR,2025,Fall,4400.0,88439.0,20099.772727272728
852,İzmir,Tire,SALATALIK SILOR,2025,Winter,2100.0,9480.0,4514.285714285715
853,İzmir,Tire,SALATALIK SILOR,2025,Spring,2100.0,9480.0,4514.285714285715
854,İzmir,Tire,SALATALIK SILOR,2025,Summer,2100.0,9480.0,4514.285714285715
855,İzmir,Tire,SALATALIK SILOR,2025,Fall,2100.0,9480.0,4514.285714285715
856,İzmir,Torbalı,SALATALIK SILOR,2025,Winter,180.0,894.0,4966.666666666667
857,İzmir,Torbalı,SALATALIK SILOR,2025,Spring,180.0,894.0,4966.666666666667
858,İzmir,Torbalı,SALATALIK SILOR,2025,Summer,180.0,894.0,4966.666666666667
859,İzmir,Torbalı,SALATALIK SILOR,2025,Fall,180.0,894.0,4966.666666666667
860,İzmir,Ödemiş,SALATALIK SILOR,2025,Winter,1000.0,4510.0,4510.0
861,İzmir,Ödemiş,SALATALIK SILOR,2025,Spring,1000.0,4510.0,4510.0
862,İzmir,Ödemiş,SALATALIK SILOR,2025,Summer,1000.0,4510.0,4510.0
863,İzmir,Ödemiş,SALATALIK SILOR,2025,Fall,1000.0,4510.0,4510.0
864,İzmir,Bayındır,KABAK TAZE,2014,Winter,1000.0,3500.0,3500.0
865,İzmir,Bayındır,KABAK TAZE,2014,Spring,1000.0,3500.0,3500.0
866,İzmir,Bayındır,KABAK TAZE,2014,Summer,1000.0,3500.0,3500.0
867,İzmir,Bayındır,KABAK TAZE,2014,Fall,1000.0,3500.0,3500.0
868,İzmir,Bergama,KABAK TAZE,2014,Winter,400.0,680.0,1700.0
869,İzmir,Bergama,KABAK TAZE,2014,Spring,400.0,680.0,1700.0
870,İzmir,Bergama,KABAK TAZE,2014,Summer,400.0,680.0,1700.0
871,İzmir,Bergama,KABAK TAZE,2014,Fall,400.0,680.0,1700.0
872,İzmir,Menderes,KABAK TAZE,2014,Winter,350.0,700.0,2000.0
873,İzmir,Menderes,KABAK TAZE,2014,Spring,350.0,700.0,2000.0
874,İzmir,Menderes,KABAK TAZE,2014,Summer,350.0,700.0,2000.0
875,İzmir,Menderes,KABAK TAZE,2014,Fall,350.0,700.0,2000.0
876,İzmir,Tire,KABAK TAZE,2014,Winter,450.0,1125.0,2500.0
877,İzmir,Tire,KABAK TAZE,2014,Spring,450.0,1125.0,2500.0
878,İzmir,Tire,KABAK TAZE,2014,Summer,450.0,1125.0,2500.0
879,İzmir,Tire,KABAK TAZE,2014,Fall,450.0,1125.0,2500.0
880,İzmir,Torbalı,KABAK TAZE,2014,Winter,450.0,1575.0,3500.0
881,İzmir,Torbalı,KABAK TAZE,2014,Spring,450.0,1575.0,3500.0
882,İzmir,Torbalı,KABAK TAZE,2014,Summer,450.0,1575.0,3500.0
883,İzmir,Torbalı,KABAK TAZE,2014,Fall,450.0,1575.0,3500.0
884,İzmir,Ödemiş,KABAK TAZE,2014,Winter,210.0,660.0,3142.8571428571427
885,İzmir,Ödemiş,KABAK TAZE,2014,Spring,210.0,660.0,3142.8571428571427
886,İzmir,Ödemiş,KABAK TAZE,2014,Summer,210.0,660.0,3142.8571428571427
887,İzmir,Ödemiş,KABAK TAZE,2014,Fall,210.0,660.0,3142.8571428571427
888,İzmir,Bayındır,KABAK TAZE,2015,Winter,800.0,2800.0,3500.0
889,İzmir,Bayındır,KABAK TAZE,2015,Spring,800.0,2800.0,3500.0
890,İzmir,Bayındır,KABAK TAZE,2015,Summer,800.0,2800.0,3500.0
891,İzmir,Bayındır,KABAK TAZE,2015,Fall,800.0,2800.0,3500.0
892,İzmir,Bergama,KABAK TAZE,2015,Winter,400.0,680.0,1700.0
893,İzmir,Bergama,KABAK TAZE,2015,Spring,400.0,680.0,1700.0
894,İzmir,Bergama,KABAK TAZE,2015,Summer,400.0,680.0,1700.0
895,İzmir,Bergama,KABAK TAZE,2015,Fall,400.0,680.0,1700.0
896,İzmir,Menderes,KABAK TAZE,2015,Winter,355.0,710.0,2000.0
897,İzmir,Menderes,KABAK TAZE,2015,Spring,355.0,710.0,2000.0
898,İzmir,Menderes,KABAK TAZE,2015,Summer,355.0,710.0,2000.0
899,İzmir,Menderes,KABAK TAZE,2015,Fall,355.0,710.0,2000.0
900,İzmir,Tire,KABAK TAZE,2015,Winter,450.0,1125.0,2500.0
901,İzmir,Tire,KABAK TAZE,2015,Spring,450.0,1125.0,2500.0
902,İzmir,Tire,KABAK TAZE,2015,Summer,450.0,1125.0,2500.0
903,İzmir,Tire,KABAK TAZE,2015,Fall,450.0,1125.0,2500.0
904,İzmir,Torbalı,KABAK TAZE,2015,Winter,330.0,1155.0,3500.0
905,İzmir,Torbalı,KABAK TAZE,2015,Spring,330.0,1155.0,3500.0
906,İzmir,Torbalı,KABAK TAZE,2015,Summer,330.0,1155.0,3500.0
907,İzmir,Torbalı,KABAK TAZE,2015,Fall,330.0,1155.0,3500.0
908,İzmir,Ödemiş,KABAK TAZE,2015,Winter,210.0,660.0,3142.8571428571427
909,İzmir,Ödemiş,KABAK TAZE,2015,Spring,210.0,660.0,3142.8571428571427
910,İzmir,Ödemiş,KABAK TAZE,2015,Summer,210.0,660.0,3142.8571428571427
911,İzmir,Ödemiş,KABAK TAZE,2015,Fall,210.0,660.0,3142.8571428571427
912,İzmir,Bayındır,KABAK TAZE,2016,Winter,800.0,2800.0,3500.0
913,İzmir,Bayındır,KABAK TAZE,2016,Spring,800.0,2800.0,3500.0
914,İzmir,Bayındır,KABAK TAZE,2016,Summer,800.0,2800.0,3500.0
915,İzmir,Bayındır,KABAK TAZE,2016,Fall,800.0,2800.0,3500.0
916,İzmir,Bergama,KABAK TAZE,2016,Winter,400.0,680.0,1700.0
917,İzmir,Bergama,KABAK TAZE,2016,Spring,400.0,680.0,1700.0
918,İzmir,Bergama,KABAK TAZE,2016,Summer,400.0,680.0,1700.0
919,İzmir,Bergama,KABAK TAZE,2016,Fall,400.0,680.0,1700.0
